"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"85 years"	"85"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	99	Not Applicable	Not Applicable
	"85 years"	"85"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	123	Not Applicable	Not Applicable
	"85 years"	"85"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	50	Not Applicable	Not Applicable
	"85 years"	"85"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	56	Not Applicable	Not Applicable
	"85 years"	"85"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	84	Not Applicable	Not Applicable
	"85 years"	"85"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	85	Not Applicable	Not Applicable
	"85 years"	"85"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	349	Not Applicable	Not Applicable
	"85 years"	"85"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	404	Not Applicable	Not Applicable
	"85 years"	"85"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	422	Not Applicable	Not Applicable
	"85 years"	"85"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	464	Not Applicable	Not Applicable
	"85 years"	"85"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	305	Not Applicable	Not Applicable
	"85 years"	"85"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	339	Not Applicable	Not Applicable
	"85 years"	"85"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	247	Not Applicable	Not Applicable
	"85 years"	"85"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	284	Not Applicable	Not Applicable
	"85 years"	"85"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	385	Not Applicable	Not Applicable
	"85 years"	"85"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	417	Not Applicable	Not Applicable
	"85 years"	"85"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	788	Not Applicable	Not Applicable
	"85 years"	"85"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	961	Not Applicable	Not Applicable
	"85 years"	"85"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	405	Not Applicable	Not Applicable
	"85 years"	"85"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	542	Not Applicable	Not Applicable
	"85 years"	"85"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	64	Not Applicable	Not Applicable
	"85 years"	"85"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	80	Not Applicable	Not Applicable
	"86 years"	"86"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	67	Not Applicable	Not Applicable
	"86 years"	"86"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	91	Not Applicable	Not Applicable
	"86 years"	"86"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	861	Not Applicable	Not Applicable
	"86 years"	"86"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	790	Not Applicable	Not Applicable
	"86 years"	"86"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	564	Not Applicable	Not Applicable
	"86 years"	"86"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	474	Not Applicable	Not Applicable
	"86 years"	"86"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	214	Not Applicable	Not Applicable
	"86 years"	"86"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	177	Not Applicable	Not Applicable
	"86 years"	"86"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	335	Not Applicable	Not Applicable
	"86 years"	"86"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	359	Not Applicable	Not Applicable
	"86 years"	"86"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	353	Not Applicable	Not Applicable
	"86 years"	"86"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	362	Not Applicable	Not Applicable
	"86 years"	"86"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	229	Not Applicable	Not Applicable
	"86 years"	"86"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	233	Not Applicable	Not Applicable
	"86 years"	"86"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	334	Not Applicable	Not Applicable
	"86 years"	"86"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	335	Not Applicable	Not Applicable
	"86 years"	"86"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	730	Not Applicable	Not Applicable
	"86 years"	"86"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	791	Not Applicable	Not Applicable
	"86 years"	"86"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1296	Not Applicable	Not Applicable
	"86 years"	"86"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1385	Not Applicable	Not Applicable
	"86 years"	"86"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1294	Not Applicable	Not Applicable
	"86 years"	"86"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1387	Not Applicable	Not Applicable
	"86 years"	"86"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	466	Not Applicable	Not Applicable
	"86 years"	"86"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	543	Not Applicable	Not Applicable
	"86 years"	"86"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	188	Not Applicable	Not Applicable
	"86 years"	"86"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	243	Not Applicable	Not Applicable
	"86 years"	"86"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	156	Not Applicable	Not Applicable
	"86 years"	"86"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	160	Not Applicable	Not Applicable
	"86 years"	"86"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	99	Not Applicable	Not Applicable
	"86 years"	"86"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	118	Not Applicable	Not Applicable
	"86 years"	"86"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	66	Not Applicable	Not Applicable
	"86 years"	"86"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	64	Not Applicable	Not Applicable
	"86 years"	"86"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	85	Not Applicable	Not Applicable
	"86 years"	"86"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	100	Not Applicable	Not Applicable
	"86 years"	"86"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	339	Not Applicable	Not Applicable
	"86 years"	"86"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	330	Not Applicable	Not Applicable
	"86 years"	"86"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	431	Not Applicable	Not Applicable
	"86 years"	"86"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	471	Not Applicable	Not Applicable
	"86 years"	"86"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	285	Not Applicable	Not Applicable
	"86 years"	"86"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	350	Not Applicable	Not Applicable
	"86 years"	"86"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	256	Not Applicable	Not Applicable
	"86 years"	"86"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	285	Not Applicable	Not Applicable
	"86 years"	"86"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	355	Not Applicable	Not Applicable
	"86 years"	"86"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	378	Not Applicable	Not Applicable
	"86 years"	"86"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	780	Not Applicable	Not Applicable
	"86 years"	"86"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	953	Not Applicable	Not Applicable
	"86 years"	"86"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	417	Not Applicable	Not Applicable
	"86 years"	"86"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	499	Not Applicable	Not Applicable
	"86 years"	"86"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	62	Not Applicable	Not Applicable
	"86 years"	"86"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	68	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	67	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	81	Not Applicable	Not Applicable
	"87 years"	"87"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	969	Not Applicable	Not Applicable
	"87 years"	"87"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	793	Not Applicable	Not Applicable
	"87 years"	"87"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	565	Not Applicable	Not Applicable
	"87 years"	"87"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	431	Not Applicable	Not Applicable
	"87 years"	"87"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	188	Not Applicable	Not Applicable
	"87 years"	"87"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	180	Not Applicable	Not Applicable
	"87 years"	"87"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	352	Not Applicable	Not Applicable
	"87 years"	"87"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	345	Not Applicable	Not Applicable
	"87 years"	"87"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	353	Not Applicable	Not Applicable
	"87 years"	"87"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	351	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	216	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	201	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	312	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	309	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	668	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	716	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1315	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1299	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1210	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1322	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	503	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	531	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	168	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	194	Not Applicable	Not Applicable
	"87 years"	"87"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	132	Not Applicable	Not Applicable
	"87 years"	"87"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	149	Not Applicable	Not Applicable
	"87 years"	"87"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	98	Not Applicable	Not Applicable
	"87 years"	"87"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	113	Not Applicable	Not Applicable
	"87 years"	"87"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	50	Not Applicable	Not Applicable
	"87 years"	"87"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	42	Not Applicable	Not Applicable
	"87 years"	"87"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	88	Not Applicable	Not Applicable
	"87 years"	"87"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"87 years"	"87"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	305	Not Applicable	Not Applicable
	"87 years"	"87"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	365	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	378	Not Applicable	Not Applicable
	"87 years"	"87"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	430	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	261	Not Applicable	Not Applicable
	"87 years"	"87"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	297	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	220	Not Applicable	Not Applicable
	"87 years"	"87"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	290	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	332	Not Applicable	Not Applicable
	"87 years"	"87"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	391	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	733	Not Applicable	Not Applicable
	"87 years"	"87"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	846	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	388	Not Applicable	Not Applicable
	"87 years"	"87"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	498	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	62	Not Applicable	Not Applicable
	"87 years"	"87"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	61	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	89	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	88	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1011	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	808	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	634	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	443	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	239	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	158	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	324	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	301	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	366	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	340	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	212	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	211	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	292	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	281	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	715	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	737	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1354	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1307	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1308	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1215	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	471	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	456	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	166	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	176	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	137	Not Applicable	Not Applicable
	"88 years"	"88"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	142	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	97	Not Applicable	Not Applicable
	"88 years"	"88"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	100	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	48	Not Applicable	Not Applicable
	"88 years"	"88"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	39	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"88 years"	"88"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	59	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	289	Not Applicable	Not Applicable
	"88 years"	"88"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	299	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	336	Not Applicable	Not Applicable
	"88 years"	"88"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	392	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	260	Not Applicable	Not Applicable
	"88 years"	"88"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	287	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	216	Not Applicable	Not Applicable
	"88 years"	"88"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	243	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	335	Not Applicable	Not Applicable
	"88 years"	"88"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	351	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	697	Not Applicable	Not Applicable
	"88 years"	"88"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	827	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	380	Not Applicable	Not Applicable
	"88 years"	"88"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	433	Not Applicable	Not Applicable
	"88 years"	"88"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	61	Not Applicable	Not Applicable
