"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"89 years"	"89"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	2513	Not Applicable	Not Applicable
	"89 years"	"89"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	3798	Not Applicable	Not Applicable
	"89 years"	"89"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	2847	Not Applicable	Not Applicable
	"89 years"	"89"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	3654	Not Applicable	Not Applicable
	"89 years"	"89"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	3002	Not Applicable	Not Applicable
	"89 years"	"89"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	3845	Not Applicable	Not Applicable
	"89 years"	"89"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	2871	Not Applicable	Not Applicable
	"89 years"	"89"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	3839	Not Applicable	Not Applicable
	"89 years"	"89"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	2947	Not Applicable	Not Applicable
	"89 years"	"89"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	4131	Not Applicable	Not Applicable
	"89 years"	"89"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	3196	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	4927	Not Applicable	Not Applicable
	"89 years"	"89"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	3784	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	3676	Not Applicable	Not Applicable
	"89 years"	"89"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	2961	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	1613	Not Applicable	Not Applicable
	"89 years"	"89"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	1257	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2018"	"2018/01"	"Female"	"F"	4880	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2018"	"2018/01"	"Male"	"M"	3262	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2018"	"2018/02"	"Female"	"F"	3830	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2018"	"2018/02"	"Male"	"M"	2566	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2018"	"2018/03"	"Female"	"F"	4079	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2018"	"2018/03"	"Male"	"M"	2749	Not Applicable	Not Applicable
	"90 years"	"90"	"Apr., 2018"	"2018/04"	"Female"	"F"	3754	Not Applicable	Not Applicable
	"90 years"	"90"	"Apr., 2018"	"2018/04"	"Male"	"M"	2538	Not Applicable	Not Applicable
	"90 years"	"90"	"May, 2018"	"2018/05"	"Female"	"F"	3593	Not Applicable	Not Applicable
	"90 years"	"90"	"May, 2018"	"2018/05"	"Male"	"M"	2473	Not Applicable	Not Applicable
	"90 years"	"90"	"Jun., 2018"	"2018/06"	"Female"	"F"	3439	Not Applicable	Not Applicable
	"90 years"	"90"	"Jun., 2018"	"2018/06"	"Male"	"M"	2224	Not Applicable	Not Applicable
	"90 years"	"90"	"Jul., 2018"	"2018/07"	"Female"	"F"	3349	Not Applicable	Not Applicable
	"90 years"	"90"	"Jul., 2018"	"2018/07"	"Male"	"M"	2212	Not Applicable	Not Applicable
	"90 years"	"90"	"Aug., 2018"	"2018/08"	"Female"	"F"	3351	Not Applicable	Not Applicable
	"90 years"	"90"	"Aug., 2018"	"2018/08"	"Male"	"M"	2242	Not Applicable	Not Applicable
	"90 years"	"90"	"Sep., 2018"	"2018/09"	"Female"	"F"	3317	Not Applicable	Not Applicable
	"90 years"	"90"	"Sep., 2018"	"2018/09"	"Male"	"M"	2211	Not Applicable	Not Applicable
	"90 years"	"90"	"Oct., 2018"	"2018/10"	"Female"	"F"	3573	Not Applicable	Not Applicable
	"90 years"	"90"	"Oct., 2018"	"2018/10"	"Male"	"M"	2412	Not Applicable	Not Applicable
	"90 years"	"90"	"Nov., 2018"	"2018/11"	"Female"	"F"	3689	Not Applicable	Not Applicable
	"90 years"	"90"	"Nov., 2018"	"2018/11"	"Male"	"M"	2487	Not Applicable	Not Applicable
	"90 years"	"90"	"Dec., 2018"	"2018/12"	"Female"	"F"	3941	Not Applicable	Not Applicable
	"90 years"	"90"	"Dec., 2018"	"2018/12"	"Male"	"M"	2623	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2019"	"2019/01"	"Female"	"F"	4113	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2019"	"2019/01"	"Male"	"M"	2687	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2019"	"2019/02"	"Female"	"F"	3572	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2019"	"2019/02"	"Male"	"M"	2416	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2019"	"2019/03"	"Female"	"F"	3937	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2019"	"2019/03"	"Male"	"M"	2799	Not Applicable	Not Applicable
	"90 years"	"90"	"Apr., 2019"	"2019/04"	"Female"	"F"	3714	Not Applicable	Not Applicable
	"90 years"	"90"	"Apr., 2019"	"2019/04"	"Male"	"M"	2439	Not Applicable	Not Applicable
	"90 years"	"90"	"May, 2019"	"2019/05"	"Female"	"F"	3561	Not Applicable	Not Applicable
	"90 years"	"90"	"May, 2019"	"2019/05"	"Male"	"M"	2377	Not Applicable	Not Applicable
	"90 years"	"90"	"Jun., 2019"	"2019/06"	"Female"	"F"	3361	Not Applicable	Not Applicable
	"90 years"	"90"	"Jun., 2019"	"2019/06"	"Male"	"M"	2244	Not Applicable	Not Applicable
	"90 years"	"90"	"Jul., 2019"	"2019/07"	"Female"	"F"	3341	Not Applicable	Not Applicable
	"90 years"	"90"	"Jul., 2019"	"2019/07"	"Male"	"M"	2340	Not Applicable	Not Applicable
	"90 years"	"90"	"Aug., 2019"	"2019/08"	"Female"	"F"	3277	Not Applicable	Not Applicable
	"90 years"	"90"	"Aug., 2019"	"2019/08"	"Male"	"M"	2253	Not Applicable	Not Applicable
	"90 years"	"90"	"Sep., 2019"	"2019/09"	"Female"	"F"	3271	Not Applicable	Not Applicable
	"90 years"	"90"	"Sep., 2019"	"2019/09"	"Male"	"M"	2283	Not Applicable	Not Applicable
	"90 years"	"90"	"Oct., 2019"	"2019/10"	"Female"	"F"	3646	Not Applicable	Not Applicable
	"90 years"	"90"	"Oct., 2019"	"2019/10"	"Male"	"M"	2516	Not Applicable	Not Applicable
	"90 years"	"90"	"Nov., 2019"	"2019/11"	"Female"	"F"	3645	Not Applicable	Not Applicable
	"90 years"	"90"	"Nov., 2019"	"2019/11"	"Male"	"M"	2511	Not Applicable	Not Applicable
	"90 years"	"90"	"Dec., 2019"	"2019/12"	"Female"	"F"	3857	Not Applicable	Not Applicable
	"90 years"	"90"	"Dec., 2019"	"2019/12"	"Male"	"M"	2622	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2020"	"2020/01"	"Female"	"F"	4150	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2020"	"2020/01"	"Male"	"M"	2679	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2020"	"2020/02"	"Female"	"F"	3647	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2020"	"2020/02"	"Male"	"M"	2553	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2020"	"2020/03"	"Female"	"F"	4038	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2020"	"2020/03"	"Male"	"M"	2742	Not Applicable	Not Applicable
	"90 years"	"90"	"Apr., 2020"	"2020/04"	"Female"	"F"	4976	Not Applicable	Not Applicable
	"90 years"	"90"	"Apr., 2020"	"2020/04"	"Male"	"M"	3320	Not Applicable	Not Applicable
	"90 years"	"90"	"May, 2020"	"2020/05"	"Female"	"F"	4321	Not Applicable	Not Applicable
	"90 years"	"90"	"May, 2020"	"2020/05"	"Male"	"M"	2786	Not Applicable	Not Applicable
	"90 years"	"90"	"Jun., 2020"	"2020/06"	"Female"	"F"	3567	Not Applicable	Not Applicable
	"90 years"	"90"	"Jun., 2020"	"2020/06"	"Male"	"M"	2447	Not Applicable	Not Applicable
	"90 years"	"90"	"Jul., 2020"	"2020/07"	"Female"	"F"	3895	Not Applicable	Not Applicable
	"90 years"	"90"	"Jul., 2020"	"2020/07"	"Male"	"M"	2681	Not Applicable	Not Applicable
	"90 years"	"90"	"Aug., 2020"	"2020/08"	"Female"	"F"	3816	Not Applicable	Not Applicable
	"90 years"	"90"	"Aug., 2020"	"2020/08"	"Male"	"M"	2628	Not Applicable	Not Applicable
	"90 years"	"90"	"Sep., 2020"	"2020/09"	"Female"	"F"	3731	Not Applicable	Not Applicable
	"90 years"	"90"	"Sep., 2020"	"2020/09"	"Male"	"M"	2584	Not Applicable	Not Applicable
	"90 years"	"90"	"Oct., 2020"	"2020/10"	"Female"	"F"	4029	Not Applicable	Not Applicable
	"90 years"	"90"	"Oct., 2020"	"2020/10"	"Male"	"M"	2950	Not Applicable	Not Applicable
	"90 years"	"90"	"Nov., 2020"	"2020/11"	"Female"	"F"	4662	Not Applicable	Not Applicable
	"90 years"	"90"	"Nov., 2020"	"2020/11"	"Male"	"M"	3416	Not Applicable	Not Applicable
	"90 years"	"90"	"Dec., 2020"	"2020/12"	"Female"	"F"	5521	Not Applicable	Not Applicable
	"90 years"	"90"	"Dec., 2020"	"2020/12"	"Male"	"M"	4066	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	5456	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	3861	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	3817	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	2910	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	3640	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	2626	Not Applicable	Not Applicable
	"90 years"	"90"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	3350	Not Applicable	Not Applicable
	"90 years"	"90"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	2425	Not Applicable	Not Applicable
	"90 years"	"90"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	3572	Not Applicable	Not Applicable
	"90 years"	"90"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	2379	Not Applicable	Not Applicable
	"90 years"	"90"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	3163	Not Applicable	Not Applicable
	"90 years"	"90"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	2301	Not Applicable	Not Applicable
	"90 years"	"90"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	3385	Not Applicable	Not Applicable
	"90 years"	"90"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	2368	Not Applicable	Not Applicable
	"90 years"	"90"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	3688	Not Applicable	Not Applicable
	"90 years"	"90"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	2632	Not Applicable	Not Applicable
	"90 years"	"90"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	3821	Not Applicable	Not Applicable
	"90 years"	"90"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	2680	Not Applicable	Not Applicable
	"90 years"	"90"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	3866	Not Applicable	Not Applicable
	"90 years"	"90"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	2737	Not Applicable	Not Applicable
	"90 years"	"90"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	3749	Not Applicable	Not Applicable
	"90 years"	"90"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	2756	Not Applicable	Not Applicable
	"90 years"	"90"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	4104	Not Applicable	Not Applicable
	"90 years"	"90"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	2973	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	4694	Not Applicable	Not Applicable
	"90 years"	"90"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	3562	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	3535	Not Applicable	Not Applicable
	"90 years"	"90"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	2738	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	1577	Not Applicable	Not Applicable
	"90 years"	"90"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	1098	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2018"	"2018/01"	"Female"	"F"	4817	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2018"	"2018/01"	"Male"	"M"	2807	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2018"	"2018/02"	"Female"	"F"	3797	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2018"	"2018/02"	"Male"	"M"	2321	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2018"	"2018/03"	"Female"	"F"	3923	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2018"	"2018/03"	"Male"	"M"	2394	Not Applicable	Not Applicable
	"91 years"	"91"	"Apr., 2018"	"2018/04"	"Female"	"F"	3672	Not Applicable	Not Applicable
	"91 years"	"91"	"Apr., 2018"	"2018/04"	"Male"	"M"	2289	Not Applicable	Not Applicable
	"91 years"	"91"	"May, 2018"	"2018/05"	"Female"	"F"	3384	Not Applicable	Not Applicable
	"91 years"	"91"	"May, 2018"	"2018/05"	"Male"	"M"	2119	Not Applicable	Not Applicable
	"91 years"	"91"	"Jun., 2018"	"2018/06"	"Female"	"F"	3178	Not Applicable	Not Applicable
	"91 years"	"91"	"Jun., 2018"	"2018/06"	"Male"	"M"	2095	Not Applicable	Not Applicable
	"91 years"	"91"	"Jul., 2018"	"2018/07"	"Female"	"F"	3376	Not Applicable	Not Applicable
	"91 years"	"91"	"Jul., 2018"	"2018/07"	"Male"	"M"	2091	Not Applicable	Not Applicable
	"91 years"	"91"	"Aug., 2018"	"2018/08"	"Female"	"F"	3373	Not Applicable	Not Applicable
	"91 years"	"91"	"Aug., 2018"	"2018/08"	"Male"	"M"	2027	Not Applicable	Not Applicable
	"91 years"	"91"	"Sep., 2018"	"2018/09"	"Female"	"F"	3222	Not Applicable	Not Applicable
	"91 years"	"91"	"Sep., 2018"	"2018/09"	"Male"	"M"	2068	Not Applicable	Not Applicable
	"91 years"	"91"	"Oct., 2018"	"2018/10"	"Female"	"F"	3477	Not Applicable	Not Applicable
	"91 years"	"91"	"Oct., 2018"	"2018/10"	"Male"	"M"	2270	Not Applicable	Not Applicable
	"91 years"	"91"	"Nov., 2018"	"2018/11"	"Female"	"F"	3521	Not Applicable	Not Applicable
	"91 years"	"91"	"Nov., 2018"	"2018/11"	"Male"	"M"	2323	Not Applicable	Not Applicable
	"91 years"	"91"	"Dec., 2018"	"2018/12"	"Female"	"F"	3859	Not Applicable	Not Applicable
	"91 years"	"91"	"Dec., 2018"	"2018/12"	"Male"	"M"	2432	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2019"	"2019/01"	"Female"	"F"	4007	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2019"	"2019/01"	"Male"	"M"	2606	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2019"	"2019/02"	"Female"	"F"	3586	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2019"	"2019/02"	"Male"	"M"	2330	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2019"	"2019/03"	"Female"	"F"	3957	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2019"	"2019/03"	"Male"	"M"	2508	Not Applicable	Not Applicable
	"91 years"	"91"	"Apr., 2019"	"2019/04"	"Female"	"F"	3563	Not Applicable	Not Applicable
	"91 years"	"91"	"Apr., 2019"	"2019/04"	"Male"	"M"	2200	Not Applicable	Not Applicable
	"91 years"	"91"	"May, 2019"	"2019/05"	"Female"	"F"	3389	Not Applicable	Not Applicable
	"91 years"	"91"	"May, 2019"	"2019/05"	"Male"	"M"	2245	Not Applicable	Not Applicable
	"91 years"	"91"	"Jun., 2019"	"2019/06"	"Female"	"F"	3337	Not Applicable	Not Applicable
	"91 years"	"91"	"Jun., 2019"	"2019/06"	"Male"	"M"	2136	Not Applicable	Not Applicable
	"91 years"	"91"	"Jul., 2019"	"2019/07"	"Female"	"F"	3320	Not Applicable	Not Applicable
	"91 years"	"91"	"Jul., 2019"	"2019/07"	"Male"	"M"	2194	Not Applicable	Not Applicable
	"91 years"	"91"	"Aug., 2019"	"2019/08"	"Female"	"F"	3251	Not Applicable	Not Applicable
	"91 years"	"91"	"Aug., 2019"	"2019/08"	"Male"	"M"	2073	Not Applicable	Not Applicable
	"91 years"	"91"	"Sep., 2019"	"2019/09"	"Female"	"F"	3288	Not Applicable	Not Applicable
	"91 years"	"91"	"Sep., 2019"	"2019/09"	"Male"	"M"	2067	Not Applicable	Not Applicable
	"91 years"	"91"	"Oct., 2019"	"2019/10"	"Female"	"F"	3468	Not Applicable	Not Applicable
	"91 years"	"91"	"Oct., 2019"	"2019/10"	"Male"	"M"	2239	Not Applicable	Not Applicable
	"91 years"	"91"	"Nov., 2019"	"2019/11"	"Female"	"F"	3487	Not Applicable	Not Applicable
	"91 years"	"91"	"Nov., 2019"	"2019/11"	"Male"	"M"	2298	Not Applicable	Not Applicable
	"91 years"	"91"	"Dec., 2019"	"2019/12"	"Female"	"F"	3922	Not Applicable	Not Applicable
	"91 years"	"91"	"Dec., 2019"	"2019/12"	"Male"	"M"	2412	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2020"	"2020/01"	"Female"	"F"	3889	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2020"	"2020/01"	"Male"	"M"	2651	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2020"	"2020/02"	"Female"	"F"	3640	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2020"	"2020/02"	"Male"	"M"	2430	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2020"	"2020/03"	"Female"	"F"	3870	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2020"	"2020/03"	"Male"	"M"	2589	Not Applicable	Not Applicable
	"91 years"	"91"	"Apr., 2020"	"2020/04"	"Female"	"F"	4844	Not Applicable	Not Applicable
	"91 years"	"91"	"Apr., 2020"	"2020/04"	"Male"	"M"	3140	Not Applicable	Not Applicable
	"91 years"	"91"	"May, 2020"	"2020/05"	"Female"	"F"	4084	Not Applicable	Not Applicable
	"91 years"	"91"	"May, 2020"	"2020/05"	"Male"	"M"	2522	Not Applicable	Not Applicable
	"91 years"	"91"	"Jun., 2020"	"2020/06"	"Female"	"F"	3465	Not Applicable	Not Applicable
	"91 years"	"91"	"Jun., 2020"	"2020/06"	"Male"	"M"	2172	Not Applicable	Not Applicable
	"91 years"	"91"	"Jul., 2020"	"2020/07"	"Female"	"F"	3635	Not Applicable	Not Applicable
	"91 years"	"91"	"Jul., 2020"	"2020/07"	"Male"	"M"	2397	Not Applicable	Not Applicable
	"91 years"	"91"	"Aug., 2020"	"2020/08"	"Female"	"F"	3661	Not Applicable	Not Applicable
	"91 years"	"91"	"Aug., 2020"	"2020/08"	"Male"	"M"	2403	Not Applicable	Not Applicable
	"91 years"	"91"	"Sep., 2020"	"2020/09"	"Female"	"F"	3538	Not Applicable	Not Applicable
	"91 years"	"91"	"Sep., 2020"	"2020/09"	"Male"	"M"	2262	Not Applicable	Not Applicable
	"91 years"	"91"	"Oct., 2020"	"2020/10"	"Female"	"F"	3832	Not Applicable	Not Applicable
	"91 years"	"91"	"Oct., 2020"	"2020/10"	"Male"	"M"	2440	Not Applicable	Not Applicable
	"91 years"	"91"	"Nov., 2020"	"2020/11"	"Female"	"F"	4149	Not Applicable	Not Applicable
	"91 years"	"91"	"Nov., 2020"	"2020/11"	"Male"	"M"	2857	Not Applicable	Not Applicable
	"91 years"	"91"	"Dec., 2020"	"2020/12"	"Female"	"F"	5220	Not Applicable	Not Applicable
	"91 years"	"91"	"Dec., 2020"	"2020/12"	"Male"	"M"	3665	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	5108	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	3407	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	3753	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	2598	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	3523	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	2378	Not Applicable	Not Applicable
	"91 years"	"91"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	3171	Not Applicable	Not Applicable
	"91 years"	"91"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	2134	Not Applicable	Not Applicable
	"91 years"	"91"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	3332	Not Applicable	Not Applicable
	"91 years"	"91"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	2195	Not Applicable	Not Applicable
	"91 years"	"91"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	3026	Not Applicable	Not Applicable
	"91 years"	"91"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	2078	Not Applicable	Not Applicable
	"91 years"	"91"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	3360	Not Applicable	Not Applicable
	"91 years"	"91"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	2167	Not Applicable	Not Applicable
	"91 years"	"91"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	3630	Not Applicable	Not Applicable
	"91 years"	"91"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	2406	Not Applicable	Not Applicable
	"91 years"	"91"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	3577	Not Applicable	Not Applicable
	"91 years"	"91"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	2527	Not Applicable	Not Applicable
	"91 years"	"91"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	3781	Not Applicable	Not Applicable
	"91 years"	"91"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	2593	Not Applicable	Not Applicable
	"91 years"	"91"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	3820	Not Applicable	Not Applicable
	"91 years"	"91"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	2629	Not Applicable	Not Applicable
	"91 years"	"91"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	4177	Not Applicable	Not Applicable
	"91 years"	"91"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	2844	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	4757	Not Applicable	Not Applicable
	"91 years"	"91"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	3364	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	3475	Not Applicable	Not Applicable
	"91 years"	"91"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	2455	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	1592	Not Applicable	Not Applicable
	"91 years"	"91"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	1030	Not Applicable	Not Applicable
	"92 years"	"92"	"Jan., 2018"	"2018/01"	"Female"	"F"	4484	Not Applicable	Not Applicable
	"92 years"	"92"	"Jan., 2018"	"2018/01"	"Male"	"M"	2544	Not Applicable	Not Applicable
	"92 years"	"92"	"Feb., 2018"	"2018/02"	"Female"	"F"	3470	Not Applicable	Not Applicable
	"92 years"	"92"	"Feb., 2018"	"2018/02"	"Male"	"M"	2106	Not Applicable	Not Applicable
	"92 years"	"92"	"Mar., 2018"	"2018/03"	"Female"	"F"	3709	Not Applicable	Not Applicable
	"92 years"	"92"	"Mar., 2018"	"2018/03"	"Male"	"M"	2072	Not Applicable	Not Applicable
	"92 years"	"92"	"Apr., 2018"	"2018/04"	"Female"	"F"	3323	Not Applicable	Not Applicable
	"92 years"	"92"	"Apr., 2018"	"2018/04"	"Male"	"M"	1997	Not Applicable	Not Applicable
	"92 years"	"92"	"May, 2018"	"2018/05"	"Female"	"F"	3187	Not Applicable	Not Applicable
	"92 years"	"92"	"May, 2018"	"2018/05"	"Male"	"M"	1855	Not Applicable	Not Applicable
	"92 years"	"92"	"Jun., 2018"	"2018/06"	"Female"	"F"	3088	Not Applicable	Not Applicable
	"92 years"	"92"	"Jun., 2018"	"2018/06"	"Male"	"M"	1745	Not Applicable	Not Applicable
	"92 years"	"92"	"Jul., 2018"	"2018/07"	"Female"	"F"	3035	Not Applicable	Not Applicable
	"92 years"	"92"	"Jul., 2018"	"2018/07"	"Male"	"M"	1808	Not Applicable	Not Applicable
	"92 years"	"92"	"Aug., 2018"	"2018/08"	"Female"	"F"	3089	Not Applicable	Not Applicable
	"92 years"	"92"	"Aug., 2018"	"2018/08"	"Male"	"M"	1785	Not Applicable	Not Applicable
